id;PRIX;Marque;MODELE;MOTEUR;ANNEE;CARBURANT;KILOMETRAGE;NoteConsommation;Fiabilite;DureeGarantie;Performance;CoteAttendue;Habitabilite
1681300727-1840;39520;BMW;X1 F48 phase 2;1.5 SDRIVE16D 116 XLINE;2021;Diesel;61059;4;3;2;5;2;3
1681300727-1841;291330;BENTLEY;CONTINENTAL GT III;6.0 W12 635 CENTENARY;2021;Essence;2106;4;3;2;5;2;3
1681300727-1842;22680;PEUGEOT;208 II;1.2 PURETECH 100 ACTIVE PACK;2022;Essence;38944;4;3;2;5;2;3
1681300727-1843;58140;FORD;KUGA III;2.5 DURATEC 225 ST-LINE X;2024;Hybrides;6;4;3;2;5;2;3
1681300727-1844;31300;DS;3 CROSSBACK;1.2 PURETECH 155 GRAND CHIC;2020;Essence;34628;4;3;2;5;2;3
1681300727-1845;15960;MITSUBISHI;SPACE STAR II phase 2;1.2 MIVEC 71 RED LINE EDITION;2023;Essence;9350;4;3;2;5;2;3
1681300727-1846;55970;BMW;X3 G01;3.0 XDRIVE30D 265 XLINE;2019;Diesel;67518;4;3;2;5;2;3
1681300727-1847;176880;LAND;ROVER RANGE ROVER SPORT II phase 2;5.0 V8 575 SVR;2022;Essence;40710;4;3;2;5;2;3
1681300727-1848;28800;HYUNDAI;KONA;1.6 GDI 141 EXECUTIVE;2021;Hybrides;34362;4;3;2;5;2;3
1681300727-1849;20320;RENAULT;CLIO V;1.0 TCE 90 INTENS;2022;Essence;25443;4;3;2;5;2;3
1681300727-1850;96760;JAGUAR;F-PACE;5.0 V8 550 SVR;2020;Essence;32294;4;3;2;5;2;3
1681300727-1851;17030;CITROEN;C3 III phase 2;1.2 PURETECH 83 FEEL PACK;2023;Essence;16049;4;3;2;5;2;3
1681300727-1852;288720;MCLAREN;GT;4.0 V8 620;2024;Essence;2204;4;3;2;5;2;3
1681300727-1853;18300;MINI;MINI III 5P;1.5 102 ONE;2021;Essence;40959;4;3;2;5;2;3
1681300730-1854;22220;PEUGEOT;208 II;1.2 PURETECH 100 ACTIVE PACK;2023;Essence;8560;4;3;2;5;2;3
1681300730-1855;27760;CITROEN;C4 III;1.2 PURETECH 131 FEEL;2022;Essence;34608;4;3;2;5;2;3
1681300730-1856;38130;FIAT;DUCATO III phase 2;2.3 MULTIJET 130 PROFESSIONAL;2020;Diesel;15369;4;3;2;5;2;3
1681300730-1857;20280;CITROEN;C3 III phase 2;1.2 PURETECH 83 SHINE;2022;Essence;20927;4;3;2;5;2;3
1681300730-1858;16080;TOYOTA;AYGO II phase 2;1.0 VVT-I 72 X-CLUSIV ZEN;2022;Essence;5460;4;3;2;5;2;3
1681300730-1859;52480;KIA;SPORTAGE V;1.6 T-GDI 265 GT LINE PREMIUM;2023;Hybrides;11;4;3;2;5;3.5;3
1681300730-1860;24970;MINI;III 3P;1.5 116 COOPER HEDDON STREET;2020;Diesel;69615;4;3;2;5;3.5;3
1681300730-1861;42100;DS;7 CROSSBACK;1.5 BLUEHDI 130 RIVOLI;2022;Diesel;38781;4;3;2;5;2;3
1681300730-1862;64470;MERCEDES;GLC COUPE phase 2;2.0 220 D 194 AMG LINE;2022;Diesel;36887;4;3;2;5;2;3
1681300730-1863;43300;MERCEDES;CLASSE X;2.3 250 D 190 PURE;2019;Diesel;5660;4;3;2;5;2;3
1681300730-1864;34400;MINI;COUNTRYMAN II;1.5 136 COOPER LONGSTONE;2020;Essence;51521;4;3;2;5;2;3
1681300730-1865;31790;AUDI;Q3 II;1.5 35 150;2020;Essence;47582;4;3;2;5;2;3
1681300730-1866;29120;VOLKSWAGEN;T-ROC;1.5 TSI 150 LOUNGE;2020;Essence;88970;4;3;2;5;2;3
1681300730-1867;24770;MAZDA;6 III WAGON phase 2;2.2 SKYACTIV-D 175 SELECTION;2018;Diesel;134381;4;3;2;5;3.5;3
1681300730-1868;76140;BMW;X3 G01 phase 2;3.0 M40IA 360;2021;Essence;67715;4;3;2;5;3.5;3
1681300730-1869;41800;VOLKSWAGEN;GOLF VIII;1.5 ETSI 150 R-LINE;2023;Essence;13469;4;3;2;5;2;3
1681300730-1870;37340;CITROEN;C5 X;1.2 PURETECH 131 FEEL PACK;2022;Essence;31416;4;3;2;5;3.5;3
1681300732-1871;29970;PEUGEOT;208 II;1.2 PURETECH 100 GT PACK;2023;Essence;162;4;3;2;5;3.5;3
1681300732-1872;29810;MINI;III 3P;1.5 136 COOPER PURE BURGUNDY;2020;Essence;36029;4;3;2;5;2;3
1681300732-1873;41040;LEXUS;NX;2.5 300H 197 LUXE;2020;Hybrides;70090;4;3;2;5;2;3
1681300732-1874;19590;FIAT;500 III;1.0 HYBRIDE 70 DOLCEVITA;2024;Essence;11;4;3;2;5;2;3
1681300732-1875;36480;MINI;III 3P;32.6kWh 184 COOPER S YOURS;2021;electrique;3791;4;3;2;5;2;3
1681300732-1876;23730;CITROEN;C3 III phase 2;1.2 PURETECH 110 SHINE PACK;2022;Essence;12683;4;3;2;5;2;3
1681300732-1877;55970;PEUGEOT;TRAVELLER;2.0 BLUEHDI 177 ALLURE;2020;Diesel;72864;4;3;2;5;2;3
1681300732-1878;23100;VOLKSWAGEN;T-ROC;2.0 TDI 150 CARAT;2020;Diesel;107503;4;3;2;5;2;3
1681300732-1879;23780;RENAULT;MASTER III;2.3 DCI 130 GRAND CONFORT;2019;Diesel;135689;4;3;2;5;2;3
1681300732-1880;35310;PEUGEOT;2008 II;1.2 PURETECH 130 GT LINE;2021;Essence;47844;4;3;2;5;2;3
1681300732-1881;42900;MERCEDES;CLASSE A IV;1.3 180 136 AMG LINE;2022;Essence;23803;4;3;2;5;2;3
1681300732-1882;33290;BMW;SERIE 2 F45 ACTIVE TOURER phase 2;1.5 225XEA 224 LOUNGE;2020;Hybrides;68232;4;3;2;5;2;3
1681300732-1883;41690;JEEP;COMPASS II phase 2;1.3 PHEV 190 LIMITED;2022;Hybrides;46967;4;3;2;5;2;3
1681300732-1884;32450;BMW;X2 F39;2.0 SDRIVE18DA 150 M SPORT;2019;Diesel;98962;4;3;2;5;2;3
1681300732-1885;37800;RENAULT;ARKANA;1.6 E-TECH 145 ZEN;2023;Hybrides;12;4;3;2;5;2;3
1681300732-1886;28040;SEAT;ARONA phase 2;1.0 TSI 110 COPA;2024;Essence;9760;4;3;2;5;2;3
1681300732-1887;282000;BENTLEY;CONTINENTAL GT III;4.0 V8;2022;Essence;25560;4;3;2;5;2;3
1681300734-1888;41870;CITROEN;E-C4 III;136 FEEL PACK;2023;electrique;159;4;3;2;5;2;3
1681300734-1889;15940;RENAULT;MEGANE IV;1.5 DCI 115 BUSINESS;2021;Diesel;62957;4;3;2;5;2;3
1681300734-1890;22860;NISSAN;JUKE II;1.0 DIG-T 117 N-CONNECTA;2021;Essence;46178;4;3;2;5;2;3
1681300734-1891;66760;MERCEDES;GLC phase 2;2.0 300 306 AMG LINE;2021;null;35045;4;3;2;5;2;3
1681300734-1892;37500;BMW;SERIE 5 G31 TOURING;2.0 520DA 190 M SPORT;2018;Diesel;65184;4;3;2;5;2;3
1681300734-1893;127420;PORSCHE;CAYENNE III COUPE;3.0 V6 462 E-HYBRID;2022;Hybrides;37038;4;3;2;5;2;3
1681300734-1894;22570;FIAT;500 X phase 2;1.3 FIREFLY 150 CROSS;2022;Essence;33117;4;3;2;5;2;3
1681300734-1895;18460;VOLKSWAGEN;CADDY IV FOURGON;2.0 TDI 122 BUSINESS LINE;2020;Diesel;145245;4;3;2;5;2;3
1681300734-1896;51220;MERCEDES;GLA II;2.0 200 D 150 PROGRESSIVE LINE;2022;Diesel;42029;4;3;2;5;2;3
1681300734-1897;44780;MERCEDES;CLASSE E 5 BREAK;BREAK 400 BUSINESS 4MATIC 9G-TRONIC;2019;Essence;68762;4;3;2;5;2;3
1681300734-1898;21220;FIAT;TIPO II CROSS;1.3 MULTIJET 95 PACK;2023;Diesel;11499;4;3;2;5;2;3
1681300734-1899;20880;PEUGEOT;208 II;1.2 PURETECH 75 LIKE;2022;Essence;26014;4;3;2;5;2;3
1681300734-1900;47170;BMW;X2 F39;2.0 XDRIVE18DA 150 M SPORT;2022;Diesel;39370;4;3;2;5;2;3
1681300734-1901;18140;RENAULT;KADJAR;1.6 DCI 130 INTENS;2018;Diesel;68088;4;3;2;5;2;3
1681300734-1902;47980;KIA;E-SOUL;ELECTRIQUE 204 LOUNGE;2024;electrique;9600;4;3;2;5;2;3
1681300734-1903;20700;PEUGEOT;2008 phase 2;1.2 PURETECH 110 ALLURE;2020;Essence;71939;4;3;2;5;2;3
1681300734-1904;40100;FORD;KUGA III;2.5 DURATEC 225 ST-LINE;2021;Hybrides;43403;4;3;2;5;2;3
1681300737-1905;22220;PEUGEOT;208 II;1.2 PURETECH 100 ACTIVE PACK;2023;Essence;8560;4;3;2;5;3.5;3
1681300737-1906;24360;BMW;SERIE 1 F20 5 PORTES phase 2;1.5 118I 136 URBANCHIC;2018;Essence;62109;4;3;2;5;3.5;3
1681300737-1907;14430;OPEL;CORSA VI;1.2 100 EDITION;2020;Essence;57113;4;3;2;5;2;3
1681300737-1908;25500;FORD;KUGA III;1.5 ECOBLUE 120 TITANIUM;2020;Diesel;93638;4;3;2;5;2;3
1681300737-1909;27040;BMW;I3 phase 2;42.2kWh AH 170 ILIFE ATELIER;2020;electrique;55000;4;3;2;5;2;3
